Datetime,target
2024-01-05 13:15:00,44016.0
2024-01-05 13:30:00,44099.0
2024-01-05 13:45:00,44189.0
2024-01-05 14:00:00,44046.0
2024-01-05 14:15:00,43975.0
2024-01-05 14:30:00,43954.0
2024-01-05 14:45:00,43663.0
2024-01-05 15:00:00,43765.0
2024-01-05 15:15:00,43890.0
2024-01-05 15:30:00,43856.0
2024-01-05 15:45:00,43811.0
2024-01-05 16:00:00,43783.0
2024-01-05 16:15:00,43960.0
2024-01-05 16:30:00,43944.0
2024-01-05 16:45:00,43911.0
2024-01-05 17:00:00,44035.0
2024-01-05 17:15:00,43966.0
2024-01-05 17:30:00,43925.0
2024-01-05 17:45:00,44028.0
2024-01-05 18:00:00,43861.0
2024-01-05 18:15:00,43757.0
2024-01-05 18:30:00,43648.0
2024-01-05 18:45:00,43511.0
2024-01-05 19:00:00,43781.0
2024-01-05 19:15:00,43719.0
2024-01-05 19:30:00,43555.0
2024-01-05 19:45:00,43527.0
2024-01-05 20:00:00,43595.0
2024-01-05 20:15:00,43408.0
2024-01-05 20:30:00,43448.0
2024-01-05 20:45:00,43253.0
2024-01-05 21:00:00,43344.0
2024-01-05 21:15:00,43433.0
2024-01-05 21:30:00,43568.0
2024-01-05 21:45:00,43645.0
2024-01-05 22:00:00,43584.0
2024-01-05 22:15:00,43505.0
2024-01-05 22:30:00,43604.0
2024-01-05 22:45:00,43626.0
2024-01-05 23:00:00,43636.0
2024-01-05 23:15:00,43590.0
2024-01-05 23:30:00,43705.0
2024-01-05 23:45:00,43620.0
2024-01-06 00:00:00,43712.0
2024-01-06 00:15:00,43751.0
2024-01-06 00:30:00,43800.0
2024-01-06 00:45:00,43986.0
2024-01-06 01:00:00,43734.0
2024-01-06 01:15:00,43826.0
2024-01-06 01:30:00,43778.0
2024-01-06 01:45:00,43964.0
2024-01-06 02:00:00,43975.0
2024-01-06 02:15:00,43922.0
2024-01-06 02:30:00,43817.0
2024-01-06 02:45:00,44006.0
2024-01-06 03:00:00,44266.0
2024-01-06 03:15:00,44131.0
2024-01-06 03:30:00,44081.0
2024-01-06 03:45:00,44184.0
2024-01-06 04:00:00,44170.0
2024-01-06 04:15:00,44083.0
2024-01-06 04:30:00,44066.0
2024-01-06 04:45:00,44108.0
2024-01-06 05:00:00,44078.0
2024-01-06 05:15:00,44044.0
2024-01-06 05:30:00,44075.0
2024-01-06 05:45:00,44009.0
2024-01-06 06:00:00,43936.0
2024-01-06 06:15:00,43940.0
2024-01-06 06:30:00,43964.0
2024-01-06 06:45:00,43949.0
2024-01-06 07:00:00,43926.0
2024-01-06 07:15:00,43955.0
2024-01-06 07:30:00,44032.0
2024-01-06 07:45:00,43981.0
2024-01-06 08:00:00,43963.0
2024-01-06 08:15:00,43942.0
2024-01-06 08:30:00,43963.0
2024-01-06 08:45:00,43886.0
2024-01-06 09:00:00,43875.0
2024-01-06 09:15:00,43717.0
2024-01-06 09:30:00,43751.0
2024-01-06 09:45:00,43738.0
2024-01-06 10:00:00,43653.0
2024-01-06 10:15:00,43625.0
2024-01-06 10:30:00,43588.0
2024-01-06 10:45:00,43502.0
2024-01-06 11:00:00,43494.0
2024-01-06 11:15:00,43647.0
2024-01-06 11:30:00,43681.0
2024-01-06 11:45:00,43697.0
2024-01-06 12:00:00,43620.0
2024-01-06 12:15:00,43742.0
2024-01-06 12:30:00,43665.0
2024-01-06 12:45:00,43732.0
2024-01-06 13:00:00,43757.0
2024-01-06 13:15:00,43748.0
2024-01-06 13:30:00,43758.0
2024-01-06 13:45:00,43670.0
2024-01-06 14:00:00,43630.0
2024-01-06 14:15:00,43739.0
2024-01-06 14:30:00,43753.0
2024-01-06 14:45:00,43726.0
2024-01-06 15:00:00,43692.0
2024-01-06 15:15:00,43722.0
2024-01-06 15:30:00,43730.0
2024-01-06 15:45:00,43701.0
2024-01-06 16:00:00,43726.0
2024-01-06 16:15:00,43697.0
2024-01-06 16:30:00,43672.0
2024-01-06 16:45:00,43642.0
2024-01-06 17:00:00,43656.0
2024-01-06 17:15:00,43701.0
2024-01-06 17:30:00,43732.0
2024-01-06 17:45:00,43742.0
2024-01-06 18:00:00,43848.0
2024-01-06 18:15:00,43876.0
2024-01-06 18:30:00,43880.0
2024-01-06 18:45:00,43846.0
2024-01-06 19:00:00,43900.0
2024-01-06 19:15:00,43871.0
2024-01-06 19:30:00,43832.0
2024-01-06 19:45:00,43898.0
2024-01-06 20:00:00,43973.0
2024-01-06 20:15:00,43879.0
2024-01-06 20:30:00,43920.0
2024-01-06 20:45:00,43901.0
2024-01-06 21:00:00,43950.0
2024-01-06 21:15:00,43904.0
2024-01-06 21:30:00,43996.0
2024-01-06 21:45:00,43997.0
2024-01-06 22:00:00,43934.0
2024-01-06 22:15:00,44023.0
2024-01-06 22:30:00,44074.0
2024-01-06 22:45:00,44031.0
2024-01-06 23:00:00,44003.0
2024-01-06 23:15:00,43916.0
2024-01-06 23:30:00,43892.0
2024-01-06 23:45:00,43938.0
2024-01-07 00:00:00,43802.0
2024-01-07 00:15:00,43890.0
2024-01-07 00:30:00,43885.0
2024-01-07 00:45:00,43857.0
2024-01-07 01:00:00,43855.0
2024-01-07 01:15:00,43911.0
2024-01-07 01:30:00,43910.0
2024-01-07 01:45:00,43915.0
2024-01-07 02:00:00,43901.0
2024-01-07 02:15:00,43876.0
2024-01-07 02:30:00,43838.0
2024-01-07 02:45:00,43907.0
2024-01-07 03:00:00,43827.0
2024-01-07 03:15:00,43858.0
2024-01-07 03:30:00,43917.0
2024-01-07 03:45:00,43999.0
2024-01-07 04:00:00,43990.0
2024-01-07 04:15:00,43981.0
2024-01-07 04:30:00,44181.0
2024-01-07 04:45:00,44144.0
2024-01-07 05:00:00,44167.0
2024-01-07 05:15:00,44099.0
2024-01-07 05:30:00,44091.0
2024-01-07 05:45:00,44000.0
2024-01-07 06:00:00,44070.0
2024-01-07 06:15:00,44071.0
2024-01-07 06:30:00,43949.0
2024-01-07 06:45:00,43963.0
2024-01-07 07:00:00,44022.0
2024-01-07 07:15:00,43986.0
2024-01-07 07:30:00,43968.0
2024-01-07 07:45:00,43964.0
2024-01-07 08:00:00,43924.0
2024-01-07 08:15:00,44007.0
2024-01-07 08:30:00,44043.0
2024-01-07 08:45:00,44020.0
2024-01-07 09:00:00,44058.0
2024-01-07 09:15:00,43999.0
2024-01-07 09:30:00,43991.0
2024-01-07 09:45:00,43911.0
2024-01-07 10:00:00,44047.0
2024-01-07 10:15:00,44005.0
2024-01-07 10:30:00,44009.0
2024-01-07 10:45:00,44051.0
2024-01-07 11:00:00,44066.0
2024-01-07 11:15:00,44074.0
2024-01-07 11:30:00,44117.0
2024-01-07 11:45:00,44111.0
2024-01-07 12:00:00,44121.0
2024-01-07 12:15:00,44166.0
2024-01-07 12:30:00,44120.0
2024-01-07 12:45:00,44040.0
2024-01-07 13:00:00,44010.0
2024-01-07 13:15:00,43998.0
2024-01-07 13:30:00,43977.0
2024-01-07 13:45:00,43965.0
2024-01-07 14:00:00,43961.0
2024-01-07 14:15:00,43980.0
2024-01-07 14:30:00,43981.0
2024-01-07 14:45:00,43984.0
2024-01-07 15:00:00,44014.0
2024-01-07 15:15:00,44076.0
2024-01-07 15:30:00,44112.0
2024-01-07 15:45:00,44084.0
2024-01-07 16:00:00,44075.0
2024-01-07 16:15:00,44080.0
2024-01-07 16:30:00,44159.0
2024-01-07 16:45:00,44115.0
2024-01-07 17:00:00,44247.0
2024-01-07 17:15:00,44404.0
2024-01-07 17:30:00,44377.0
2024-01-07 17:45:00,44426.0
2024-01-07 18:00:00,44383.0
2024-01-07 18:15:00,44386.0
2024-01-07 18:30:00,44410.0
2024-01-07 18:45:00,44411.0
2024-01-07 19:00:00,44409.0
2024-01-07 19:15:00,44197.0
2024-01-07 19:30:00,44125.0
2024-01-07 19:45:00,44094.0
2024-01-07 20:00:00,44126.0
2024-01-07 20:15:00,44189.0
2024-01-07 20:30:00,44148.0
2024-01-07 20:45:00,43966.0
2024-01-07 21:00:00,44044.0
2024-01-07 21:15:00,44013.0
2024-01-07 21:30:00,44028.0
2024-01-07 21:45:00,44090.0
2024-01-07 22:00:00,44148.0
2024-01-07 22:15:00,44132.0
2024-01-07 22:30:00,44178.0
2024-01-07 22:45:00,44138.0
2024-01-07 23:00:00,44102.0
2024-01-07 23:15:00,44189.0
2024-01-07 23:30:00,44232.0
2024-01-07 23:45:00,44273.0
2024-01-08 00:00:00,44256.0
2024-01-08 00:15:00,44235.0
2024-01-08 00:30:00,44192.0
2024-01-08 00:45:00,44144.0
2024-01-08 01:00:00,44227.0
2024-01-08 01:15:00,44272.0
2024-01-08 01:30:00,44202.0
2024-01-08 01:45:00,44259.0
2024-01-08 02:00:00,44214.0
2024-01-08 02:15:00,44012.0
2024-01-08 02:30:00,43995.0
2024-01-08 02:45:00,43888.0
2024-01-08 03:00:00,43982.0
2024-01-08 03:15:00,43792.0
2024-01-08 03:30:00,43661.0
2024-01-08 03:45:00,43944.0
2024-01-08 04:00:00,43862.0
2024-01-08 04:15:00,43848.0
2024-01-08 04:30:00,43754.0
2024-01-08 04:45:00,43660.0
2024-01-08 05:00:00,43834.0
2024-01-08 05:15:00,43796.0
2024-01-08 05:30:00,43700.0
2024-01-08 05:45:00,43740.0
2024-01-08 06:00:00,43710.0
2024-01-08 06:15:00,43656.0
2024-01-08 06:30:00,43538.0
2024-01-08 06:45:00,43396.0
2024-01-08 07:00:00,43415.0
2024-01-08 07:15:00,43306.0
2024-01-08 07:30:00,43508.0
2024-01-08 07:45:00,43553.0
2024-01-08 08:00:00,43542.0
2024-01-08 08:15:00,43516.0
2024-01-08 08:30:00,43574.0
2024-01-08 08:45:00,43618.0
2024-01-08 09:00:00,43612.0
2024-01-08 09:15:00,43510.0
2024-01-08 09:30:00,43576.0
2024-01-08 09:45:00,43654.0
2024-01-08 10:00:00,43639.0
2024-01-08 10:15:00,44160.0
2024-01-08 10:30:00,44035.0
2024-01-08 10:45:00,43916.0
2024-01-08 11:00:00,44040.0
2024-01-08 11:15:00,43957.0
2024-01-08 11:30:00,43883.0
2024-01-08 11:45:00,43984.0
2024-01-08 12:00:00,44016.0
2024-01-08 12:15:00,44019.0
2024-01-08 12:30:00,43922.0
2024-01-08 12:45:00,43869.0
2024-01-08 13:00:00,43886.0
2024-01-08 13:15:00,43869.0
2024-01-08 13:30:00,43876.0
2024-01-08 13:45:00,43747.0
2024-01-08 14:00:00,43825.0
2024-01-08 14:15:00,44023.0
2024-01-08 14:30:00,43994.0
2024-01-08 14:45:00,44105.0
2024-01-08 15:00:00,44194.0
2024-01-08 15:15:00,44213.0
2024-01-08 15:30:00,44261.0
2024-01-08 15:45:00,44652.0
2024-01-08 16:00:00,45158.0
2024-01-08 16:15:00,44516.0
2024-01-08 16:30:00,44938.0
2024-01-08 16:45:00,45157.0
2024-01-08 17:00:00,45119.0
2024-01-08 17:15:00,45142.0
2024-01-08 17:30:00,45050.0
2024-01-08 17:45:00,44950.0
2024-01-08 18:00:00,44999.0
2024-01-08 18:15:00,45030.0
2024-01-08 18:30:00,45093.0
2024-01-08 18:45:00,44828.0
2024-01-08 19:00:00,44860.0
2024-01-08 19:15:00,44810.0
2024-01-08 19:30:00,45024.0
2024-01-08 19:45:00,44991.0
2024-01-08 20:00:00,45032.0
2024-01-08 20:15:00,45061.0
2024-01-08 20:30:00,44961.0
2024-01-08 20:45:00,44990.0
2024-01-08 21:00:00,45162.0
2024-01-08 21:15:00,45313.0
2024-01-08 21:30:00,45437.0
2024-01-08 21:45:00,45708.0
2024-01-08 22:00:00,45931.0
2024-01-08 22:15:00,46066.0
2024-01-08 22:30:00,46982.0
2024-01-08 22:45:00,47007.0
2024-01-08 23:00:00,47109.0
2024-01-08 23:15:00,46734.0
2024-01-08 23:30:00,46859.0
2024-01-08 23:45:00,47021.0
2024-01-09 00:00:00,47012.0
2024-01-09 00:15:00,46989.0
2024-01-09 00:30:00,46906.0
2024-01-09 00:45:00,46785.0
2024-01-09 01:00:00,46911.0
2024-01-09 01:15:00,46899.0
2024-01-09 01:30:00,47220.0
2024-01-09 01:45:00,47097.0
2024-01-09 02:00:00,47022.0
2024-01-09 02:15:00,46982.0
2024-01-09 02:30:00,46953.0
2024-01-09 02:45:00,47047.0
2024-01-09 03:00:00,47111.0
2024-01-09 03:15:00,47002.0
2024-01-09 03:30:00,46911.0
2024-01-09 03:45:00,46995.0
2024-01-09 04:00:00,47121.0
2024-01-09 04:15:00,46939.0
2024-01-09 04:30:00,46695.0
2024-01-09 04:45:00,46706.0
2024-01-09 05:00:00,46787.0
2024-01-09 05:15:00,46573.0
2024-01-09 05:30:00,46356.0
2024-01-09 05:45:00,46575.0
2024-01-09 06:00:00,46572.0
2024-01-09 06:15:00,46720.0
2024-01-09 06:30:00,46764.0
2024-01-09 06:45:00,46812.0
2024-01-09 07:00:00,46945.0
2024-01-09 07:15:00,46995.0
2024-01-09 07:30:00,46858.0
2024-01-09 07:45:00,46976.0
2024-01-09 08:00:00,46825.0
2024-01-09 08:15:00,46763.0
2024-01-09 08:30:00,46831.0
2024-01-09 08:45:00,46826.0
2024-01-09 09:00:00,46735.0
2024-01-09 09:15:00,46709.0
2024-01-09 09:30:00,46659.0
2024-01-09 09:45:00,46770.0
2024-01-09 10:00:00,46860.0
2024-01-09 10:15:00,46782.0
2024-01-09 10:30:00,46762.0
2024-01-09 10:45:00,46821.0
2024-01-09 11:00:00,46844.0
2024-01-09 11:15:00,46930.0
2024-01-09 11:30:00,46835.0
2024-01-09 11:45:00,46853.0
2024-01-09 12:00:00,46774.0
2024-01-09 12:15:00,46868.0
2024-01-09 12:30:00,46701.0
2024-01-09 12:45:00,46564.0
2024-01-09 13:00:00,46619.0
2024-01-09 13:15:00,46548.0
2024-01-09 13:30:00,46636.0
2024-01-09 13:45:00,46518.0
2024-01-09 14:00:00,46599.0
2024-01-09 14:15:00,46647.0
2024-01-09 14:30:00,46598.0
2024-01-09 14:45:00,46462.0
2024-01-09 15:00:00,46565.0
2024-01-09 15:15:00,46562.0
2024-01-09 15:30:00,46493.0
2024-01-09 15:45:00,46662.0
2024-01-09 16:00:00,46747.0
2024-01-09 16:15:00,46697.0
2024-01-09 16:30:00,46745.0
2024-01-09 16:45:00,46197.0
2024-01-09 17:00:00,46597.0
2024-01-09 17:15:00,46665.0
2024-01-09 17:30:00,46616.0
2024-01-09 17:45:00,46862.0
2024-01-09 18:00:00,46867.0
2024-01-09 18:15:00,46769.0
2024-01-09 18:30:00,46622.0
2024-01-09 18:45:00,46587.0
2024-01-09 19:00:00,46594.0
2024-01-09 19:15:00,46730.0
2024-01-09 19:30:00,46978.0
2024-01-09 19:45:00,46873.0
2024-01-09 20:00:00,46944.0
2024-01-09 20:15:00,46810.0
2024-01-09 20:30:00,46866.0
2024-01-09 20:45:00,46923.0
2024-01-09 21:00:00,46810.0
2024-01-09 21:15:00,46806.0
2024-01-09 21:30:00,46695.0
2024-01-09 21:45:00,46744.0
2024-01-09 22:00:00,46643.0
2024-01-09 22:15:00,46622.0
2024-01-09 22:30:00,46630.0
2024-01-09 22:45:00,46657.0
2024-01-09 23:00:00,46668.0
2024-01-09 23:15:00,46756.0
2024-01-09 23:30:00,46788.0
2024-01-09 23:45:00,46890.0
2024-01-10 00:00:00,46842.0
2024-01-10 00:15:00,46783.0
2024-01-10 00:30:00,46776.0
2024-01-10 00:45:00,46666.0
2024-01-10 01:00:00,47842.0
2024-01-10 01:15:00,45862.0
2024-01-10 01:30:00,45978.0
2024-01-10 01:45:00,45462.0
2024-01-10 02:00:00,45599.0
